PassengerId,Sex_female,Sex_male,AgeStatus_adult,AgeStatus_child,AgeStatus_unknown,Pclass_1,Pclass_2,Pclass_3,Label
693,false,true,false,false,true,false,false,true,1
694,false,true,true,false,false,false,false,true,0
695,false,true,true,false,false,true,false,false,0
696,false,true,true,false,false,false,true,false,0
697,false,true,true,false,false,false,false,true,0
698,true,false,false,false,true,false,false,true,1
699,false,true,true,false,false,true,false,false,0
700,false,true,true,false,false,false,false,true,0
701,true,false,true,false,false,true,false,false,1
702,false,true,true,false,false,true,false,false,1
703,true,false,true,false,false,false,false,true,0
704,false,true,true,false,false,false,false,true,0
705,false,true,true,false,false,false,false,true,0
706,false,true,true,false,false,false,true,false,0
707,true,false,true,false,false,false,true,false,1
708,false,true,true,false,false,true,false,false,1
709,true,false,true,false,false,true,false,false,1
710,false,true,false,false,true,false,false,true,1
711,true,false,true,false,false,true,false,false,1
712,false,true,false,false,true,true,false,false,0
713,false,true,true,false,false,true,false,false,1
714,false,true,true,false,false,false,false,true,0
715,false,true,true,false,false,false,true,false,0
716,false,true,true,false,false,false,false,true,0
717,true,false,true,false,false,true,false,false,1
718,true,false,true,false,false,false,true,false,1
719,false,true,false,false,true,false,false,true,0
720,false,true,true,false,false,false,false,true,0
721,true,false,false,true,false,false,true,false,1
722,false,true,false,true,false,false,false,true,0
723,false,true,true,false,false,false,true,false,0
724,false,true,true,false,false,false,true,false,0
725,false,true,true,false,false,true,false,false,1
726,false,true,true,false,false,false,false,true,0
727,true,false,true,false,false,false,true,false,1
728,true,false,false,false,true,false,false,true,1
729,false,true,true,false,false,false,true,false,0
730,true,false,true,false,false,false,false,true,0
731,true,false,true,false,false,true,false,false,1
732,false,true,false,true,false,false,false,true,0
733,false,true,false,false,true,false,true,false,0
734,false,true,true,false,false,false,true,false,0
735,false,true,true,false,false,false,true,false,0
736,false,true,true,false,false,false,false,true,0
737,true,false,true,false,false,false,false,true,0
738,false,true,true,false,false,true,false,false,1
739,false,true,false,false,true,false,false,true,0
740,false,true,false,false,true,false,false,true,0
741,false,true,false,false,true,true,false,false,1
742,false,true,true,false,false,true,false,false,0
743,true,false,true,false,false,true,false,false,1
744,false,true,true,false,false,false,false,true,0
745,false,true,true,false,false,false,false,true,1
746,false,true,true,false,false,true,false,false,0
747,false,true,false,true,false,false,false,true,0
748,true,false,true,false,false,false,true,false,1
749,false,true,true,false,false,true,false,false,0
750,false,true,true,false,false,false,false,true,0
751,true,false,false,true,false,false,true,false,1
752,false,true,false,true,false,false,false,true,1
753,false,true,true,false,false,false,false,true,0
754,false,true,true,false,false,false,false,true,0
755,true,false,true,false,false,false,true,false,1
756,false,true,false,true,false,false,true,false,1
757,false,true,true,false,false,false,false,true,0
758,false,true,true,false,false,false,true,false,0
759,false,true,true,false,false,false,false,true,0
760,true,false,true,false,false,true,false,false,1
761,false,true,false,false,true,false,false,true,0
762,false,true,true,false,false,false,false,true,0
763,false,true,true,false,false,false,false,true,1
764,true,false,true,false,false,true,false,false,1
765,false,true,false,true,false,false,false,true,0
766,true,false,true,false,false,true,false,false,1
767,false,true,false,false,true,true,false,false,0
768,true,false,true,false,false,false,false,true,0
769,false,true,false,false,true,false,false,true,0
770,false,true,true,false,false,false,false,true,0
771,false,true,true,false,false,false,false,true,0
772,false,true,true,false,false,false,false,true,0
773,true,false,true,false,false,false,true,false,0
774,false,true,false,false,true,false,false,true,0
775,true,false,true,false,false,false,true,false,1
776,false,true,true,false,false,false,false,true,0
777,false,true,false,false,true,false,false,true,0
778,true,false,false,true,false,false,false,true,1
779,false,true,false,false,true,false,false,true,0
780,true,false,true,false,false,true,false,false,1
781,true,false,false,true,false,false,false,true,1
782,true,false,false,true,false,true,false,false,1
783,false,true,true,false,false,true,false,false,0
784,false,true,false,false,true,false,false,true,0
785,false,true,true,false,false,false,false,true,0
786,false,true,true,false,false,false,false,true,0
787,true,false,true,false,false,false,false,true,1
788,false,true,false,true,false,false,false,true,0
789,false,true,false,true,false,false,false,true,1
790,false,true,true,false,false,true,false,false,0
791,false,true,false,false,true,false,false,true,0
792,false,true,false,true,false,false,true,false,0
793,true,false,false,false,true,false,false,true,0
794,false,true,false,false,true,true,false,false,0
795,false,true,true,false,false,false,false,true,0
796,false,true,true,false,false,false,true,false,0
797,true,false,true,false,false,true,false,false,1
798,true,false,true,false,false,false,false,true,1
799,false,true,true,false,false,false,false,true,0
800,true,false,true,false,false,false,false,true,0
801,false,true,true,false,false,false,true,false,0
802,true,false,true,false,false,false,true,false,1
803,false,true,false,true,false,true,false,false,1
804,false,true,false,true,false,false,false,true,1
805,false,true,true,false,false,false,false,true,1
806,false,true,true,false,false,false,false,true,0
807,false,true,true,false,false,true,false,false,0
808,true,false,true,false,false,false,false,true,0
809,false,true,true,false,false,false,true,false,0
810,true,false,true,false,false,true,false,false,1
811,false,true,true,false,false,false,false,true,0
812,false,true,true,false,false,false,false,true,0
813,false,true,true,false,false,false,true,false,0
814,true,false,false,true,false,false,false,true,0
815,false,true,true,false,false,false,false,true,0
816,false,true,false,false,true,true,false,false,0
817,true,false,true,false,false,false,false,true,0
818,false,true,true,false,false,false,true,false,0
819,false,true,true,false,false,false,false,true,0
820,false,true,false,true,false,false,false,true,0
821,true,false,true,false,false,true,false,false,1
822,false,true,true,false,false,false,false,true,1
823,false,true,true,false,false,true,false,false,0
824,true,false,true,false,false,false,false,true,1
825,false,true,false,true,false,false,false,true,0
826,false,true,false,false,true,false,false,true,0
827,false,true,false,false,true,false,false,true,0
828,false,true,false,true,false,false,true,false,1
829,false,true,false,false,true,false,false,true,1
830,true,false,true,false,false,true,false,false,1
831,true,false,false,true,false,false,false,true,1
832,false,true,false,true,false,false,true,false,1
833,false,true,false,false,true,false,false,true,0
834,false,true,true,false,false,false,false,true,0
835,false,true,true,false,false,false,false,true,0
836,true,false,true,false,false,true,false,false,1
837,false,true,true,false,false,false,false,true,0
838,false,true,false,false,true,false,false,true,0
839,false,true,true,false,false,false,false,true,1
840,false,true,false,false,true,true,false,false,1
841,false,true,true,false,false,false,false,true,0
842,false,true,false,true,false,false,true,false,0
843,true,false,true,false,false,true,false,false,1
844,false,true,true,false,false,false,false,true,0
845,false,true,false,true,false,false,false,true,0
846,false,true,true,false,false,false,false,true,0
847,false,true,false,false,true,false,false,true,0
848,false,true,true,false,false,false,false,true,0
849,false,true,true,false,false,false,true,false,0
850,true,false,false,false,true,true,false,false,1
851,false,true,false,true,false,false,false,true,0
852,false,true,true,false,false,false,false,true,0
853,true,false,false,true,false,false,false,true,0
854,true,false,false,true,false,true,false,false,1
855,true,false,true,false,false,false,true,false,0
856,true,false,true,false,false,false,false,true,1
857,true,false,true,false,false,true,false,false,1
858,false,true,true,false,false,true,false,false,1
859,true,false,true,false,false,false,false,true,1
860,false,true,false,false,true,false,false,true,0
861,false,true,true,false,false,false,false,true,0
862,false,true,true,false,false,false,true,false,0
863,true,false,true,false,false,true,false,false,1
864,true,false,false,false,true,false,false,true,0
865,false,true,true,false,false,false,true,false,0
866,true,false,true,false,false,false,true,false,1
867,true,false,true,false,false,false,true,false,1
868,false,true,true,false,false,true,false,false,0
869,false,true,false,false,true,false,false,true,0
870,false,true,false,true,false,false,false,true,1
871,false,true,true,false,false,false,false,true,0
872,true,false,true,false,false,true,false,false,1
873,false,true,true,false,false,true,false,false,0
874,false,true,true,false,false,false,false,true,0
875,true,false,true,false,false,false,true,false,1
876,true,false,false,true,false,false,false,true,1
877,false,true,true,false,false,false,false,true,0
878,false,true,true,false,false,false,false,true,0
879,false,true,false,false,true,false,false,true,0
880,true,false,true,false,false,true,false,false,1
881,true,false,true,false,false,false,true,false,1
882,false,true,true,false,false,false,false,true,0
883,true,false,true,false,false,false,false,true,0
884,false,true,true,false,false,false,true,false,0
885,false,true,true,false,false,false,false,true,0
886,true,false,true,false,false,false,false,true,0
887,false,true,true,false,false,false,true,false,0
888,true,false,true,false,false,true,false,false,1
889,true,false,false,false,true,false,false,true,0
890,false,true,true,false,false,true,false,false,1
891,false,true,true,false,false,false,false,true,0
